Title,Description,Links,Publication Date

"Чистая прибыль «ТНС энерго Кубань» по РСБУ возросла в 2022 году в 10,6 раза","
Чистая прибыль «ТНС энерго Кубань» по РСБУ возросла в 2022 году в 10,6 раза и составила 461,31 млн рублей против 43,47 млн рублей годом ранее, следует из отчетности компании.
Выручка между тем увеличилась на 8,5% г/г и достигла 71,26 млрд рублей.
Прибыль до налогообложения в минувшем году составила 581,5 млн рублей против 69,61 млн рублей в 2021 году.
",https://www.finam.ru/publications/item/chistaya-pribyl-tns-energo-kuban-po-rsbu-vozrosla-v-2022-godu-v-106-raza-20230227-1343/?utm_source=rss&utm_medium=new_compaigns&news_to_finamb=new_compaigns,"Mon, 27 Feb 2023 13:43:28 +0300"

Минпромторг изучает идею металлургов привязать НДПИ на руду и уголь к ценам внутри РФ,"

МОСКВА, 27 фев - РИА Новости/Прайм. Минпромторг РФ изучает предложение ассоциации ""Русская сталь"", объединяющей крупнейшие отечественные предприятия черной металлургии, о том, чтобы привязать налог на коксующийся уголь и железную руду к российским ценам - оно не окончательное, еще оценивается и корректируется, рассказали РИА Новости в пресс-службе министерства.
Ранее в понедельник газета ""Ведомости"" написала, что ассоциация предложила вычислять налог на добычу полезных ископаемых (НДПИ) на коксующийся уголь и железную руду, ориентируясь на внутрироссийские цены. Уточнялось, что сейчас в формулы расчета НДПИ на эти виды сырья заложены зарубежные котировки.
""На данный момент активно идет сбор предложений от отрасли для формирования плана мероприятий по Стратегии развития металлургической промышленности до 2030 года. Предложения ""Русской стали"", о которых идет речь, получены в рабочем порядке и не являются окончательными - сейчас продолжается их оценка и корректировка непосредственно с ассоциацией"", - прокомментировали в министерстве предложения ""Русской стали"".
Там также добавили, что сейчас идет обсуждение инициатив отрасли, касающихся в том числе налогового регулирования. ""Позиция Минпромторга России будет сформирована после консолидации предложений и перед направлением плана мероприятий на согласование в ФОИВы"", - заключили в пресс-службе. При этом ""Русская сталь"" отказалась от комментариев.
Ранее замглавы министерства Виктор Евтухов в интервью РИА Новости отмечал, что обеспечение сырьевой безопасности металлургической отрасли является одной из приоритетных задач для Минпромторга. Он заявлял, что необходимо корректировать формулы расчета налоговых отчислений по акцизу на жидкую сталь и НДПИ на железную руду и коксующийся уголь в зависимости от текущего уровня рентабельности отрасли.
С начала 2022 года в России вступил в силу акциз на жидкую сталь, используемую для металлургического производства, исключения сделаны для машиностроения, ВПК, малого и среднего бизнеса и спецстали. Кроме того, с 1 января 2022 года вступил в силу закон о повышении в России НДПИ на железную руду, коксующийся уголь и калийные соли.

",https://www.finam.ru/publications/item/minpromtorg-izuchaet-ideyu-metallurgov-privyazat-ndpi-na-rudu-i-ugol-k-tsenam-vnutri-rf-20230227-1335/?utm_source=rss&utm_medium=new_compaigns&news_to_finamb=new_compaigns,"Mon, 27 Feb 2023 13:35:26 +0300"

МТС перевела работу с данными на собственную платформу DataOps,"
МТС перевела работу с данными на собственную платформу DataOps, сообщила компания. Разработанное ПО в несколько раз ускоряет вывод новых продуктов на рынок, а потенциальная экономия на работе с данными благодаря внедрению DataOps Platform оценивается в 1 миллиард рублей до 2025 года, отметили в МТС.
Платформа используется в ключевых продуктах экосистемы: МТС Маркетолог, МТС Travel и других сервисах МТС. В компании пояснили, что DataOps Platform обеспечивает продукты экосистемы современными инструментами для потребления, хранения, преобразования, визуализации, распространения, контроля качества и безопасности данных, при этом сокращает время на обработку и передачу информации от нескольких дней до нескольких секунд. 
",https://www.finam.ru/publications/item/mts-perevela-rabotu-s-dannymi-na-sobstvennuyu-platformu-dataops-20230227-1304/?utm_source=rss&utm_medium=new_compaigns&news_to_finamb=new_compaigns,"Mon, 27 Feb 2023 13:04:47 +0300"

Китайским автопроизводителям необходимо активнее инвестировать в сборочные производства на территории России,"
Уполномоченный при президенте России по защите прав предпринимателей, председатель Российско-Китайского комитета дружбы, мира и развития Борис Титов призвал китайских автопроизводителей активнее инвестировать в сборочные производства на территории России.
«Китайские автомобили, на фоне ухода западных  производителей, и проблем отечественного автопрома, заполняют российский рынок. Но он происходит хаотично, несистемно. Есть барьеры, которые не дают ему развиваться более эффективно», - приводит слова Титова его пресс-служба.
В связи с этим было предложено создать в России Ассоциацию китайских автопроизводителей и несколько дней назад уже прошло ее первое заседание. Отмечается, что в состав Ассоциации вошли как крупнейшие китайские автобренды, так и российские импортеры.
Борис Титов считает, что самое важное – это инвестиции в производство автомобилей на территории Российской Федерации. По его словам, необходимо правильно построить отношения с правительством, с новыми инвесторами по использованию производственных площадок (в одной только Калужской области их освободилось 11), инвестиционных условий, требований локализации.
",https://www.finam.ru/publications/item/kitayskim-avtoproizvoditelyam-neobkhodimo-aktivnee-investirovat-v-sborochnye-proizvodstva-na-territorii-rossii-20230227-1305/?utm_source=rss&utm_medium=new_compaigns&news_to_finamb=new_compaigns,"Mon, 27 Feb 2023 13:05:31 +0300"

"""Транснефть"" прекратила транспортировку российской нефти в Польшу","
МОСКВА, 27 фев - РИА Новости/Прайм. ""Транснефть"" должна была прокачать российскую нефть на польские НПЗ в конце февраля, но маршрутные поручения не были оформлены и оплачены, и поставки нефти в Польшу были исключены из экспортного графика, утверждаемого Минэнерго РФ, в результате ""Транснефть"" не ведет туда транспортировку, сообщил РИА Новости пресс-секретарь, советник президента трубопроводной компании Игорь Демин.
""Транснефть"" транспортирует нефть за рубеж на основании экспортного графика, утверждаемого в Минэнерго России и оформленных грузоотправителями маршрутных поручений. На основании графика прокачка на польские НПЗ должна была быть осуществлена в последней декаде февраля"", - сказал Демин.
""Однако маршрутные поручения с подтвержденным ресурсом и оплатой транзита оформлены не были. Кроме того, были внесены оперативные изменения в график, исключающие поставки для польских потребителей. В связи с этим транспортировка нефти в направлении Польши ПАО ""Транснефть"" не осуществляется"", - добавил он.
Ранее председатель правления топливного концерна Orlen Даниель Обайтек в своем Twitter сообщил, что Россия прекратила поставки нефти в Польшу. По его словам, в последнее время ""только 10% сырья поступало из России"" в Польшу.
",https://www.finam.ru/publications/item/transneft-prekratila-transportirovku-rossiyskoy-nefti-v-polshu-20230227-1221/?utm_source=rss&utm_medium=new_compaigns&news_to_finamb=new_compaigns,"Mon, 27 Feb 2023 12:20:17 +0300"

Самые масштабные утечки данных в 2022 году происходили в ритейле и сервисах доставки,"
В 2022 году было зафиксировано 168 случаев публикаций значимых баз данных российских компаний, следует из данных отчета «Лаборатории Касперского». При этом отчет «О значимых утечках данных в России» свидетельствует о том, что в общей сложности было опубликовано более 2 миллиардов записей, что составляет почти 300 млн пользовательских данных, из которых 16% - около 48 млн строк - содержали пароли.
Отмечается, что если распределить утечки равномерно в течение года, получится, что злоумышленники почти каждый второй день публиковали объявления о выложенной в свободный доступ конфиденциальной информации пользователей.
Согласно отчету, большая часть пользовательских данных (64%) были скомпрометированы в результате атак на крупный бизнес. Лидеры по объему утекшей информации, заявленной в сообщениях на специализированных площадках, — сферы доставки (34%) и ритейла (14%). При этом сообщается, что в топ-10 по количеству опубликованных пользовательских данных вошли по две утечки компаний из этих отраслей. Чаще всего компрометация данных также происходила в организациях сферы ритейла — их доля составила 26% от общего числа компаний, которые столкнулись с этой проблемой в 2022 году.

«Утечка данных может затронуть любую компанию. Мы ожидаем, что в 2023 году их количество может вырасти на 20%. При этом велика вероятность, что злоумышленники продолжат обращать внимание на сферу ритейла, которая исторически хранит колоссальные объемы информации», - заявляет Игорь Фиц, аналитик Kaspersky Digital Footprint Intelligence.
",https://www.finam.ru/publications/item/samye-masshtabnye-utechki-dannykh-v-2022-godu-proiskhodili-v-riteyle-i-servisakh-dostavki-20230227-1219/?utm_source=rss&utm_medium=new_compaigns&news_to_finamb=new_compaigns,"Mon, 27 Feb 2023 12:19:23 +0300"

"Выручка ""КАМАЗа"" по РСБУ за 2022 год выросла на 7%","Выручка «КАМАЗа» за 2022 год по РСБУ составила 267 млрд рублей, что на 7% больше, чем за предыдущий год, следует из материалов корпоративного издания ""Вести КАМАЗа"". При этом, выручка дочерних и зависимых обществ ПАО ""КАМАЗ"" упала на 52% - до 81 млрд рублей.
В 2022 году продано более 43 тыс. грузовиков. Инвестиции составили около 16 млрд рублей, это на 46% больше показателя 2021 года.
К 2030 году «КАМАЗ» планирует получить дополнительную выручку в 350 млрд рублей за счет легкового транспорта.",https://www.finam.ru/publications/item/vyruchka-kamaza-po-rsbu-za-2022-god-vyrosla-na-7-20230227-1206/?utm_source=rss&utm_medium=new_compaigns&news_to_finamb=new_compaigns,"Mon, 27 Feb 2023 12:06:17 +0300"

ЦБ РФ и ФАС рекомендуют банкам более прозрачно раскрывать условия доходности накопительного счета,"
Банк России и Федеральная антимонопольная служба РФ рекомендовали банкам более прозрачно раскрывать условия, от которых зависит доходность накопительного счета. Соответствующее информационное письмо было опубликовано на сайте ЦБ РФ.
Отмечается, что такие условия следует указывать в том же месте и тем же шрифтом, что и максимально возможную ставку, - как на сайте банка, так и в любых материалах, предназначенных для клиентов.
«Сейчас банки иногда не акцентируют внимание на том, что ставка зависит от того, сколько денег и как долго находится на накопительном счете, и что она может быть значительно ниже максимальной. Клиенты некоторых банков могут найти эту информацию только в документе с полными условиями по накопительному продукту, пройдя по нескольким ссылкам», - говорится в сообщениях регуляторов.
Ранее Банк России и ФАС России давали похожие рекомендации по информированию об условиях кредитов и вкладов.
",https://www.finam.ru/publications/item/tsb-rf-i-fas-rekomenduyut-bankam-bolee-prozrachno-raskryvat-usloviya-dokhodnosti-nakopitelnogo-scheta-20230227-1203/?utm_source=rss&utm_medium=new_compaigns&news_to_finamb=new_compaigns,"Mon, 27 Feb 2023 12:03:21 +0300"

Акции Yandex N.V. будут исключены из официального списка KASE с 15 марта,"
Решением правления Казахстанской фондовой биржи (KASE) с 15 марта 2023 года из официального списка KASE будут исключены простые акции Yandex N.V. (Королевство Нидерландов). Об этом говорится в сообщении биржи Казахстана.
Указанные акции были включены в официальный список KASE по категории «стандарт» основной площадки с 26 марта 2019 года. Торги ими были открыты с 5 августа 2019 года.
",https://www.finam.ru/publications/item/prostye-aktsii-yandex-nv-budut-isklyucheny-iz-ofitsialnogo-spiska-kase-s-15-marta-20230227-1151/?utm_source=rss&utm_medium=new_compaigns&news_to_finamb=new_compaigns,"Mon, 27 Feb 2023 11:51:15 +0300"

"""КАМАЗ"" намерен к 2030 году получить допвыручку в 350 млрд рублей за счет легковых машин","

МОСКВА, 27 фев - РИА Новости/Прайм. ""Камаз"" планирует к 2030 году получить дополнительную выручку в размере 350 миллиардов рублей за счет непрофильного для компании сегмента легковых автомобилей, пишет в понедельник корпоративное издание ""Вести Камаза"".
В декабре прошлого года гендиректор компании Сергей Когогин рассказал, что концепция легкового дивизиона ""Камаза"" будет определена к лету 2023 года, это будет юридически самостоятельное лицо с участием ""Камаза"". В состав дивизиона могут войти проект электромобилей ""Атом"" и ""Москвич"", технологическим партнером которого выступает ""Камаз"".
""Камаз"" планирует получить к 2030 году дополнительную выручку в 350 млрд рублей за счет легкового транспорта"", - говорится в статье в ""Вестях Камаза"".
Так, по словам Когогина, прототип цифрового автомобиля в рамках проекта ""Атом"" будет создан к маю текущего года. В прошлом году ""Камаз"" вывел на рынок среднетоннажный грузовик ""Компас"", произведя за 2022 год свыше тысячи автомобилей этого семейства. В текущем году предприятие выпустит новую модель ""Компас-5"".
""Камаз"" - крупнейший производитель грузовых автомобилей в России. Основные акционеры автоконцерна - госкорпорация ""Ростех"" (47,1%), ""Автоинвест"" (23,54%) и Daimler AG (15%).

",https://www.finam.ru/publications/item/kamaz-nameren-k-2030-godu-poluchit-dopvyruchku-v-350-mlrd-rubley-za-schet-legkovykh-mashin-20230227-1136/?utm_source=rss&utm_medium=new_compaigns&news_to_finamb=new_compaigns,"Mon, 27 Feb 2023 11:36:59 +0300"

Кабмин России выделит еще 2 млрд рублей для снижения расходов на перевозку сельхозпродукции,"
Правительство России дополнительно выделит 2 млрд рублей на снижение расходов сельхозпроизводителей на перевозку продукции, заявил премьер-министр РФ Михаил Мишустин в ходе совещания с вице-премьерами.
Как отмечается на сайте правительства РФ, федеральное финансирование позволит аграриям снизить транспортные расходы и увеличить поставки в российские регионы зерновых и масличных культур, овощей и рыбной продукции, а также минеральных удобрений. В общей сложности объемы таких перевозок будут увеличены на 1 млн т.
Господдержка железнодорожных перевозок сельхозпродукции началась в 2019 году. Речь идет о субсидиях перевозчикам на возмещение потерь, возникающих при установлении льготных тарифов на транспортировку такой продукции. Перевозка по льготному тарифу предусматривает все виды отправки грузов: как в вагонах, так и в контейнерах.
",https://www.finam.ru/publications/item/kabmin-rossii-vydelit-eshche-2-mlrd-rubley-dlya-snizheniya-raskhodov-na-perevozku-selkhozproduktsii-20230227-1124/?utm_source=rss&utm_medium=new_compaigns&news_to_finamb=new_compaigns,"Mon, 27 Feb 2023 11:24:41 +0300"

Evraz не будет публиковать годовой отчет из-за проблем с аудитором,"Evraz не сможет опубликовать годовой отчет и аудированную финансовую отчетность к 30 апреля 2023 года, уведомила компания. Сообщние размещено на сайте Лондонской фондовой биржи (LSE). Компания не смогла привлечь аудитора в свете санкций Великобритании, введенных против Evraz.
В сообщении отмечено, что Evraz неоднократно обращался с запросами в британские аудиторские фирмы, и никто не выразил готовности выступить в качестве аудитора компании в связи с подготовкой годового отчета и финансовой отчетности. Кроме того, 14 декабря 2022 года Evraz направил Государственному секретарю письмо с просьбой дать рекомендации, в том числе о том, будет ли Государственный секретарь осуществлять полномочия в соответствии с Законом о компаниях 2006 года по назначению аудитора, но пока не получил ответа.",https://www.finam.ru/publications/item/evraz-ne-budet-publikovat-godovoy-otchet-iz-za-problem-s-auditorom-20230227-1120/?utm_source=rss&utm_medium=new_compaigns&news_to_finamb=new_compaigns,"Mon, 27 Feb 2023 11:15:03 +0300"

Кабмин России выделит 5 млрд рублей в 2023 году на развитие авиатранспортной отрасли,"
По поручению Владимира Путина авиапредприятия России получат финансирование для модернизации заводских мощностей, на которых налажено серийное производство самолетов, авиационных двигателей и всего спектра необходимых приборов и агрегатов, следует из сообщений, опубликованных в Telegram-канале правительства РФ.
В текущем году планируется направить в рамках данной программы 5 млрд рублей. При этом, по словам Михаила Мишустина, с 2024 года средства на эти цели будут выделяться на постоянной основе, и в течение 14 лет общий объем поддержки может превысить 376 млрд рублей.
Решение позволит компенсировать до половины расходов авиапредприятий на погашение кредитов и процентов по ним. Займы привлекаются, чтобы ускорить темпы выпуска техники и создать систему ее послепродажного обслуживания.
«Это стратегически значимый для государства сектор, от которого сейчас напрямую зависят поставки новых воздушных судов в авиакомпании, связанность всей нашей большой страны. Авиакомпании не должны столкнуться со сложностями при эксплуатации отечественных самолетов. Важно сформировать фонды запасных частей, детально продумать их логистику, усовершенствовать процедуры проведения технических регламентных работ и ремонта», – подчеркнул Михаил Мишустин, слова которого приводятся в Telegram-канале российского правительства.

",https://www.finam.ru/publications/item/kabmin-rossii-vydelit-5-mlrd-rubley-v-2023-godu-na-razvitie-aviatransportnoy-otrasli-20230227-1115/?utm_source=rss&utm_medium=new_compaigns&news_to_finamb=new_compaigns,"Mon, 27 Feb 2023 11:15:33 +0300"

"Число выданных потребкредитов в России снизилось в 2022 году на 27,1%","
Количество выданных потребительских кредитов в России в 2022 году, по данным Национального бюро кредитных историй (НБКИ), снизилось на 27,1% и составило 12,53 млн ед. При этом по сравнению с «пандемийным» 2020 годом выдача потребкредитов в прошлом году снизилась менее существенно - на 14,3% (в 2020 году показатель находился на уровне 14,62 млн ед.).
Диаграмма 1. Динамика выдачи потребкредитов в 2021-2022гг.

Согласно данным НБКИ, наибольшее количество потребкредитов в регионах РФ в 2022 году было выдано в Москве (715,3 тыс. ед.), Московской области (608,4 тыс. ед.), Краснодарском крае (476,4 тыс. ед.), Республике Башкортостан (461,7 тыс. ед.) и Санкт-Петербурге (439,7 тыс. ед.).
В то же время сообщается, что по сравнению с 2021 годом в прошлом году самую серьезную динамику снижения количества выданных потребкредитов (среди 30 регионов-лидеров в данном виде розничного кредитования) продемонстрировали Самарская область (-28,4%), Ставропольский край (-28,2%), Волгоградская область (-27,9%), Приморский край (-27,8%) и Нижегородская область (-27,6%). В свою очередь наименьший спад выдачи потребкредитов был отмечен в Новосибирской (-19,8%), Кемеровской (-20,3%) и Тюменской (-20,8%) областях, а также в Республике Башкортостан (-21,0%), Санкт-Петербурге (-21,9%) и Москве (-21,9%) (Таблица 1).
",https://www.finam.ru/publications/item/chislo-vydannykh-potrebkreditov-v-rossii-snizilos-v-2022-godu-na-271-20230227-1106/?utm_source=rss&utm_medium=new_compaigns&news_to_finamb=new_compaigns,"Mon, 27 Feb 2023 11:06:35 +0300"

Банк России продал юани на 9 млрд рублей с расчетами 22 февраля,"
Банк России продал юани на внутреннем рынке в рамках бюджетного правила на 9 млрд рублей с расчетами 22 февраля, следует из данных ЦБ РФ. Операции в рамках бюджетного правила проводятся в валютной секции Московской биржи в инструменте «китайский юань – рубль» со сроком расчетов «завтра».
В период с 7 февраля по 6 марта плановый совокупный объем продажи юаней составляет 160,2 млрд рублей, ежедневный – 8,9 млрд рублей, сообщал Минфин.
",https://www.finam.ru/publications/item/bank-rossii-prodal-yuani-na-9-mlrd-rubley-s-raschetami-22-fevralya-20230227-1050/?utm_source=rss&utm_medium=new_compaigns&news_to_finamb=new_compaigns,"Mon, 27 Feb 2023 10:50:13 +0300"

"Остатки средств Банка России на корсчетах выросли до 2 331,3 млрд рублей, на депозитах - до 5 275,9 млрд рублей","
Остатки средств кредитных организаций в Банке России на начало операционного дня 27.02.2023 составили: на корреспондентских счетах (включая остатки средств на ОРЦБ) – 2 331,3 млрд рублей (в том числе по Московскому региону – 2 162,2 млрд рублей); на депозитных счетах - 5 275,9 млрд рублей.
Сальдо операций Банка России с банковским сектором по предоставлению и абсорбированию рублевой ликвидности со сроками исполнения, приходящимися на 27.02.2023, по данным на начало операционного дня, составило 1 294,6 млрд рублей.
",https://www.finam.ru/publications/item/ostatki-sredstv-banka-rossii-na-korschetakh-vyrosli-do-2-3313-mlrd-rubley-na-depozitakh---do-5-2759-mlrd-rubley-20230227-1021/?utm_source=rss&utm_medium=new_compaigns&news_to_finamb=new_compaigns,"Mon, 27 Feb 2023 10:21:39 +0300"

Мосбиржа начинает торги фьючерсами на турецкую лиру и гонконгский доллар,"
1 марта 2023 года на срочном рынке Московской биржи начинаются торги расчетными фьючерсными контрактами на валютные пары «турецкая лира – российский рубль» и «гонконгский доллар – российский рубль». Об этом сообщила торговая площадка.
Запуск новых контрактов обусловлен ростом интереса клиентов к торгам гонконгским долларом и турецкой лирой на валютном рынке Московской биржи.
Новые инструменты ориентированы на самый широкий круг клиентов и будут интересны как институциональным инвесторам, так и физическим лицам.
Параметры новых инструментов:
Фьючерсный контракт на курс «турецкая лира – российский рубль»:

торговый код – TRY;
лот – 1000 турецких лир;
минимальный шаг цены – 0,001 российского рубля;
стоимость минимального шага цены – 1 рубль;
цена исполнения контракта – значение валютного фиксинга на курс «турецкая лира – российский рубль», рассчитываемого Московской биржей (TRYFIXME).

Фьючерсный контракт на курс «гонконгский доллар – российский рубль»:

торговый код – HKD;
лот – 1000 гонконгских долларов;
минимальный шаг цены – 0,001 российского рубля;
стоимость минимального шага цены – 1 рубль;
цена исполнения контракта – значение валютного фиксинга на курс «гонконгский доллар – российский рубль», рассчитываемого Московской биржей (HKDFIXME).

Участникам рынка и их клиентам будут доступны контракты с исполнением в июне, сентябре и декабре 2023 года и марте 2024 года.
",https://www.finam.ru/publications/item/mosbirzha-nachinaet-torgi-fyuchersami-na-turetskuyu-liru-i-gonkongskiy-dollar-20230227-1015/?utm_source=rss&utm_medium=new_compaigns&news_to_finamb=new_compaigns,"Mon, 27 Feb 2023 10:15:22 +0300"

"Рынок снижается на открытии, продают TCS Group","
Российский рынок открыл торги в понедельник, 27 февраля, снижением ключевых индикаторов. Индекс МосБиржи в первые минуты основной сессии опустился на 0,5% до 2197,07 пункта, индекс РТС просел на 0,12% до 913,07 пункта.
В числе аутсайдеров - бумаги TCS Group (-6,83%), отыгрывающие включение банка в санкционные списки. Кроме того, снижаются Ozon (-2,17%), «Эталон» (2,05%).
Лидируют акции «Распадской» (+1,41%), бумаги Fix Price (1,14%), реагирующие на публикацию финансовых результатов за 2022 год. Кроме того, растут акции «Мечела» (ао +1%, ап +1,08%).
На сырьевом рынке цены на нефть снижаются на фоне укрепления доллара. Майский контракт на сорт Brent опустился на 0,7% до $82,24 за баррель, апрельский фьючерс на марку Light подешевел на 0,64% до $75,83 за «бочку».
На валютной секции Московской биржи рубль укрепляется к компонентам валютной корзины. Доллар подешевел на 0,43% до 75,8рубля, евро снизился на 0,45% до 80,01 рубля, китайский юань упал на 1,02% до 10,85 рубля.

",https://www.finam.ru/publications/item/rynok-snizhaetsya-na-otkrytii-prodayut-tcs-group-20230227-1010/?utm_source=rss&utm_medium=new_compaigns&news_to_finamb=new_compaigns,"Mon, 27 Feb 2023 10:10:28 +0300"

Правительство выделит 1 млрд рублей на льготное кредитование производителей приоритетной промпродукции,"
По поручению российского президента правительство запускает специальную программу льготного кредитования организаций, реализующих инвестиционные проекты, направленные на производство приоритетной промышленной продукции, следует из распоряжения, опубликованного на сайте правительства РФ. Отмечается, что на такие цели из федерального бюджета будет направлен 1 млрд рублей.
Соответствующее распоряжение подписал председатель правительства Михаил Мишустин.
«Речь идет о выдаче льготных кредитов по ставке не более 30% ключевой ставки Банка России плюс три процентных пункта. Разница будет компенсироваться банкам за счет субсидий из федерального бюджета», - говорится в сообщении.
При этом максимальный размер кредита составляет 100 млрд рублей. Объем софинансирования по каждому инвестиционному проекту должен составлять не менее 20% его общей стоимости.
Перечень приоритетной промышленной продукции, на производство которой можно будет взять льготный кредит, будет утвержден Минпромторгом по решению специальной межведомственной комиссии.
Отмечается, что новый инструмент поддержки направлен на стимулирование инвестиционной активности, достижение технологического суверенитета и ускорение темпов экономического роста страны.
",https://www.finam.ru/publications/item/pravitelstvo-vydelit-1-mlrd-rubley-na-lgotnoe-kreditovanie-proizvoditeley-prioritetnoy-promproduktsii-20230227-1008/?utm_source=rss&utm_medium=new_compaigns&news_to_finamb=new_compaigns,"Mon, 27 Feb 2023 10:04:41 +0300"

"Выручка Fix Price в 4 квартале возросла на 13,9%","
Выручка Fix Price по итогам 4 квартала 2022 года увеличилась на 13,9% г/г до 75,8 млрд рублей благодаря расширению сети магазинов и росту сопоставимых продаж (LFL), говорится в отчетности компании. При этом розничная выручка увеличилась на 14,0% г/г до 67,4 млрд рублей, а оптовая выручка - на 13,3% г/г до 8,4 млрд рублей.
В 4 квартале 2022 года валовая прибыль выросла на 17,9% по сравнению с прошлым годом и составила 25,8 млрд рублей. Валовая маржа увеличилась на 116 б.п. г/г и достигла 34,0% благодаря эффективному управлению ассортиментом и структурой товарных и ценовых категорий.
EBITDA между тем увеличилась на 12,8% г/г и составила 15,1 млрд рублей. Рентабельность по EBITDA незначительно снизилась г/г на 20 б.п. до 19,9% в результате того, что рост валовой маржи был нивелирован увеличившимися SG&A расходами (без D&A).
Операционная прибыль компании в отчетном периоде выросла на 12,9% г/г до 11,6 млрд рублей, тогда как операционная маржа снизилась на 14 б.п. г/г до 15,3%.
Прибыль за отчетный период увеличилась на 43,8% г/г до 9,3 млрд рублей, а рентабельность по чистой прибыли выросла до 12,3% по сравнению с 9,7% в 4 квартале 2021 года.
Соотношение чистой денежной позиции к EBITDA по МСФО (IAS) 17 составило (0,04)x по сравнению с чистым долгом к EBITDA на уровне 0,4x на 31 декабря 2021 года.
Основные показатели за весь 2022 год:  
- Выручка выросла на 20,5% г/г и составила 277,6 млрд рублей;
- Розничная выручка увеличилась на 21,1% г/г до 246,2 млрд рублей;
- Оптовая выручка выросла на 15,8% г/г и составила 31,4 млрд рублей;
- Валовая прибыль увеличилась на 25,3% г/г до 92,0 млрд рублей. Валовая маржа выросла на 129 б.п. г/г и составила 33,1%;
- EBITDA увеличилась на 22,7% г/г и составила 54,2 млрд рублей. Рентабельность по EBITDA увеличилась на 36 б.п. г/г и достигла рекордно высокого значения в 19,5% (выше прогноза, данного в рамках IPO), что обусловлено значительным ростом валовой маржи, частично нивелированным увеличением SG&A расходов;
- Операционная прибыль выросла на 27,0% г/г до 41,1 млрд рублей, а операционная маржа увеличилась до уровня 14,8% по сравнению с 14,0% в 2021 году;
- Чистая прибыль составила 21,4 млрд рублей;
- Капитальные затраты увеличились до 4,3% от выручки за 12 месяцев 2022 года с 2,7% за предыдущий год, в связи с тем, что Компания решила ускорить расширение складской инфраструктуры, чтобы зафиксировать более выгодные условия строительства распределительных центров в текущих рыночных реалиях.
",https://www.finam.ru/publications/item/vyruchka-fix-price-v-4-kvartale-vozrosla-na-139-20230227-0953/?utm_source=rss&utm_medium=new_compaigns&news_to_finamb=new_compaigns,"Mon, 27 Feb 2023 09:53:24 +0300"
